title,tvideoId,tviewCount,likeCount,dislikeCount,commentCount
 Nursery Rhymes and Baby Songs | Kids Songs | Dave and Ava ,YDKP3fBtSe0,297970,2385,1679,0
"Quality Control, Lil Baby, &amp; DaBaby - &quot;Baby&quot; (Official Music Video)",0GbwYFqN1iE,77757744,740277,36995,25863
Lil Baby - Sum 2 Prove (Official Video),xOjy0tL5EuA,2416431,147970,1834,5782
ABC Song | Boo Boo Song | Baby Shark | Bath Song | Baby Song | Cartoon | Nursery Rhymes &amp; Kids Song,npi-86VKkjY,2621579,20254,14315,0
"Quality Control, Lil Baby, DaBaby - Baby (Audio)",Cn3zeRl_f6c,21554053,123093,4963,1703
Baby Alive Pumpkins Goes To The Dentist baby alive videos,ZjzYHBJuFF0,66741,724,116,0
" Baby Shark , Yes Yes Good Habits , Wheels on the Bus , Happy Birthday Song - Banana Cartoon",sOCR9_iD_Pg,1375549,8380,4203,0
" Baby Shark , Yes Yes Mother Song  , Wheels on the Bus , Happy Birthday Song - Banana Cartoon [HD]",T9ewZqSDgA8,828319,5464,2498,0
Justin Bieber - Baby ft. Ludacris (Official Music Video),kffacxfA7G4,2194132730,12855173,11114670,4684821
BABY KOA&#39;S FIRST OFFICIAL PHOTOSHOOT! *cutest newborn photos!!*,jHEm3VbKmDg,481020,14204,223,0
" Baby Shark , My Father and Sons , Wheels on the Bus , Happy Birthday Song - Banana Cartoon [HD]",AbK3S7zKnh0,1314678,7446,3550,0
"Yes, Yes, Baby Go to Sleep | Kids Songs &amp; Nursery Rhymes by Little Angel",gatq1ose0mQ,29815622,134237,70702,974
Baby Alive Daycare Routine Valentine&#39;s Day,MNvQAcenWS8,82434,779,112,0
6 month baby update (the hardest month so far)!!,FnGinhzddcc,37668,2713,31,72
BABY ALIVE MENINO FELIPINHO CAIU DA CAMA E QUEBROU A PERNA,YlzWX9ve_Gs,67748,1870,237,0
GTA 5 - MICHAEL HAS A BABY!! (GTA 5 Mods),ligUAsc3uqw,140534,8970,204,1862
Baby Siblings Playing and Laughing Together,eAnkDcH1mfw,450685,2403,998,22
Baby Alive Abby Packing For Vacation [?],RrHjEZDDGLQ,1063113,4984,1460,0
" Baby Shark , My Sister Song , Wheels on the Bus , Happy Birthday Song - Banana Cartoon",SqBpb4lgmU8,684765,5023,2416,0
 Wheel on the Bus | Nursery Rhymes and Kids Songs | Baby Songs,EZZ3mOzEpsA,161867,1307,755,0

title,videoId,viewCount
Justin Bieber - Baby ft. Ludacris (Official Music Video),kffacxfA7G4,2194132730
"Quality Control, Lil Baby, &amp; DaBaby - &quot;Baby&quot; (Official Music Video)",0GbwYFqN1iE,77757744
"Yes, Yes, Baby Go to Sleep | Kids Songs &amp; Nursery Rhymes by Little Angel",gatq1ose0mQ,29815622
"Quality Control, Lil Baby, DaBaby - Baby (Audio)",Cn3zeRl_f6c,21554053
ABC Song | Boo Boo Song | Baby Shark | Bath Song | Baby Song | Cartoon | Nursery Rhymes &amp; Kids Song,npi-86VKkjY,2621579

title,videoId,likeCount/viewCount
6 month baby update (the hardest month so far)!!,FnGinhzddcc,0.07202399915047256
GTA 5 - MICHAEL HAS A BABY!! (GTA 5 Mods),ligUAsc3uqw,0.06382797045554812
Lil Baby - Sum 2 Prove (Official Video),xOjy0tL5EuA,0.06123493697937164
BABY KOA&#39;S FIRST OFFICIAL PHOTOSHOOT! *cutest newborn photos!!*,jHEm3VbKmDg,0.029528917716519065
BABY ALIVE MENINO FELIPINHO CAIU DA CAMA E QUEBROU A PERNA,YlzWX9ve_Gs,0.027602290842534096

title,videoId,dislikeCount/viewCount
 Nursery Rhymes and Baby Songs | Kids Songs | Dave and Ava ,YDKP3fBtSe0,0.005634795449206296
ABC Song | Boo Boo Song | Baby Shark | Bath Song | Baby Song | Cartoon | Nursery Rhymes &amp; Kids Song,npi-86VKkjY,0.005460449599268227
Justin Bieber - Baby ft. Ludacris (Official Music Video),kffacxfA7G4,0.0050656324697366875
 Wheel on the Bus | Nursery Rhymes and Kids Songs | Baby Songs,EZZ3mOzEpsA,0.004664323178906139
" Baby Shark , My Sister Song , Wheels on the Bus , Happy Birthday Song - Banana Cartoon",SqBpb4lgmU8,0.003528217709725234
